id;name;nationality;sex;date_of_birth;height;weight;sport;gold;silver;bronze;info
507726155;Adam Batirov;Bahrain;male;1985-01-13;1.65;71;wrestling;0;0;0;
60265240;Adam Cwalina;Poland;male;1985-01-26;1.87;81;badminton;0;0;0;
256805041;Adam Decker;Hungary;male;1984-02-29;2.03;115;aquatics;0;0;0;
275689888;Adam Dixon;Great Britain;male;1986-09-11;1.69;70;hockey;0;0;0;
136977152;Adam Froese;Canada;male;1991-08-13;1.82;81;hockey;0;0;0;
487206822;Adam Gemili;Great Britain;male;1993-10-06;1.78;75;athletics;0;0;0;
236523132;Adam Imer;Brazil;male;1989-08-18;1.82;88;hockey;0;0;0;
682367963;Adam Kszczot;Poland;male;1989-09-02;1.78;68;athletics;0;0;0;
624366946;Adam Lundqvist;Sweden;male;1994-03-20;1.74;70;football;0;0;0;
394945344;Adam Marosi;Hungary;male;1984-07-26;1.81;75;modern pentathlon;0;0;0;
970243540;Adam Okruashvili;Georgia;male;1989-01-01;1.89;130;judo;0;0;0;
765490473;Adam Pattantyus;Hungary;male;1978-10-10;1.75;71;table tennis;0;0;0;
561951036;Adam Peaty;Great Britain;male;1994-12-28;1.93;88;aquatics;1;1;0;
785166259;Adam Sebastian Helcelet;Czech Republic;male;1991-10-27;1.90;92;athletics;0;0;0;
846863992;Adam Telegdy;Hungary;male;1995-11-01;1.94;77;aquatics;0;0;0;
390173289;Adam Vella;Australia;male;1971-06-12;1.78;92;shooting;0;0;0;
266751447;Adam Viktora;Seychelles;male;1996-09-06;1.88;94;aquatics;0;0;0;
983184686;Adam Wisniewski;Poland;male;1980-10-24;1.93;93;handball;0;0;0;
184652432;Adam Yates;Great Britain;male;1992-08-07;1.72;58;cycling;0;0;0;
983411298;Adam van Koeverden;Canada;male;1982-01-29;1.82;85;canoe;0;0;0;
685532077;Adama Diatta;Senegal;male;1988-08-14;1.65;57;wrestling;0;0;0;
222063859;Adama Jammeh;The Gambia;male;1993-06-10;;;athletics;0;0;0;
46940649;Adas Juskevicius;Lithuania;male;1989-01-03;1.94;90;basketball;0;0;0;
512592841;Adel Gholami;Iran;male;1986-02-09;1.95;88;volleyball;0;0;0;
302277635;Adel Mechaal;Spain;male;1990-12-05;1.82;71;athletics;0;0;0;
216864827;Adel Mojallalimoghadam;Iran;male;1993-03-21;1.85;82;canoe;0;0;0;
153013732;Adela Bruns;Czech Republic;female;1987-02-05;1.71;60;shooting;0;0;0;
123916473;Adela Hanzlickova;Czech Republic;female;1994-05-04;1.71;67;wrestling;0;0;0;
325622113;Adelina Bogus;Romania;female;1988-09-04;1.86;75;rowing;0;0;1;
518639420;Adelina Pastor;Romania;female;1993-05-05;1.68;56;athletics;0;0;0;
457663778;Adelinde Cornelissen;Netherlands;female;1979-07-07;1.68;55;equestrian;0;0;0;At London 2012, Adelinde Cornelissen won two medals: silver in the individual dressage and bronze in the team event. This Dutch athlete has also won two World Cup titles with her horse Jerich Parzival.
259002430;Adeline Maria Gray;United States;female;1991-01-15;1.73;77;wrestling;0;0;0;
303297765;Adem Boudjemline;Algeria;male;1994-02-28;1.80;85;wrestling;0;0;0;
993710181;Adenizia da Silva;Brazil;female;1986-12-18;1.87;65;volleyball;0;0;0;
878847288;Adham Ahmed Saleh Kahk;Egypt;male;1993-06-27;1.60;66;wrestling;0;0;0;
75289002;Adilbek Niyazymbetov;Kazakhstan;male;1989-05-19;1.80;;boxing;0;1;0;
930618704;Adilson da Silva;Brazil;male;1972-01-24;1.70;79;golf;0;0;0;
890593128;Aditi Ashok;India;female;1998-03-29;1.73;57;golf;0;0;0;
456381770;Adlan Abdurashidov;Russia;male;1990-07-31;1.72;;boxing;0;0;0;
256936407;Adnan Maric;Sweden;male;1997-02-17;1.83;78;football;0;0;0;
637015297;Adrian Andres Puentes Perez;Cuba;male;1988-07-03;1.71;76;archery;0;0;0;
787208883;Adrian Baches;Brazil;male;1990-04-07;1.84;83;aquatics;0;0;0;
941631433;Adrian Blocki;Poland;male;1990-04-11;1.74;62;athletics;0;0;0;
839462979;Adrian Chacon;Cuba;male;1988-12-10;1.87;90;athletics;0;0;0;
284555275;Adrian Crisan;Romania;male;1980-05-07;1.86;85;table tennis;0;0;0;
366608701;Adrian Dziolko;Poland;male;1990-02-22;1.89;85;badminton;0;0;0;
679510102;Adrian Eduardo Goide Arredondo;Cuba;male;1998-06-26;1.91;80;volleyball;0;0;0;
242818896;Adrian Edward Zielinski;Poland;male;1989-03-28;1.70;94;weightlifting;0;0;0;
400838338;Adrian Gavira Collado;Spain;male;1987-09-17;1.93;89;volleyball;0;0;0;
557196811;Adrian Gomboc;Slovenia;male;1995-01-20;1.70;69;judo;0;0;0;
653186701;Adrian Griffith;Bahamas;male;1984-11-11;1.78;75;athletics;0;0;0;
217850967;Adrian Ignacio Carambula Raurich;Italy;male;1988-03-16;1.82;83;volleyball;0;0;0;
370799805;Adrian Juhasz;Hungary;male;1989-11-18;1.88;89;rowing;0;0;0;
714030791;Adrian Oquendo;Cuba;male;1990-02-23;1.89;87;rowing;0;0;0;
915726586;Adrian Portela;Argentina;male;1986-03-08;1.85;95;handball;0;0;0;
80367651;Adriana Aparecida da Silva;Brazil;female;1981-07-22;1.66;52;athletics;0;0;0;
593328448;Adriana Araujo;Brazil;female;1981-11-04;1.67;;boxing;0;0;0;
770039735;Adriana Diaz;Puerto Rico;female;2000-10-31;1.60;50;table tennis;0;0;0;
228337858;Adriana Martin;Spain;female;1996-04-12;1.62;65;archery;0;0;0;
529241363;Adriana Moises;Brazil;female;1978-12-06;1.70;65;basketball;0;0;0;
439382128;Adrien Bart;France;male;1991-09-04;1.85;84;canoe;0;0;0;
326016199;Adrien Dipanda;France;male;1988-05-03;2.02;105;handball;0;1;0;
664737236;Adrien Niyonshuti;Rwanda;male;1987-01-02;1.65;68;cycling;0;0;0;
447910544;Adrienne Martelli;United States;female;1987-12-03;1.86;77;rowing;0;0;0;
835610998;Adzo Rebecca Kpossi;Togo;female;1999-01-25;1.58;53;aquatics;0;0;0;
26797739;Ae-Ri Noort;Netherlands;female;1983-01-10;1.60;49;rowing;0;0;0;
577601340;Afa Ismail;Maldives;female;1993-11-01;;;athletics;0;0;0;
16830155;Afaf Elhodhod;Egypt;female;1996-10-01;1.63;75;shooting;0;0;0;
508610852;Afef Ben Ismail;Tunisia;female;1994-03-17;1.73;60;canoe;0;0;0;
477738986;Africa Zamorano Sanz;Spain;female;1998-01-11;1.70;58;aquatics;0;0;0;
998446972;Afrodite Zegers;Netherlands;female;1991-12-02;1.61;58;sailing;0;0;0;
42409524;Agata Forkasiewicz;Poland;female;1994-01-13;1.68;54;athletics;0;0;0;
28097741;Agatha Bednarczuk;Brazil;female;1983-06-22;1.82;70;volleyball;0;1;0;
23462736;Ageze Guadie;Israel;male;1989-09-11;1.75;56;athletics;0;0;0;
971796358;Aglaia Pezzato;Italy;female;1994-04-22;1.75;60;aquatics;0;0;0;
810258362;Agnes Osazuwa;Nigeria;female;1989-11-26;1.62;65;athletics;0;0;0;
107504792;Agnes Raharolahy;France;female;1992-11-07;1.67;58;athletics;0;0;0;
320335499;Agnese Pastare;Latvia;female;1988-10-27;1.79;68;athletics;0;0;0;
220410298;Agnete Kirk Thinggaard;Denmark;female;1983-05-18;1.72;62;equestrian;0;0;0;
726686017;Agnieszka Dygacz;Poland;female;1985-07-18;1.60;47;athletics;0;0;0;
517578131;Agnieszka Jadwiga Wieszczek-Kordus;Poland;female;1983-03-22;1.75;69;wrestling;0;0;0;
120505360;Agnieszka Jerzyk;Poland;female;1988-01-15;1.70;59;triathlon;0;0;0;
665715516;Agnieszka Kobus;Poland;female;1990-08-28;1.77;68;rowing;0;0;1;
935702937;Agnieszka Nagay;Poland;female;1981-02-20;1.69;61;shooting;0;0;0;
220520929;Agnieszka Radwanska;Poland;female;1989-03-06;1.73;59;tennis;0;0;0;Agnieszka Radwanska's career high to date was finishing runner-up at Wimbledon, in 2012, when she lost to Serena Williams in the final. Despite the defeat, the result was celebrated in her country. This athlete appears near the top of the world rankings.
527420548;Agnieszka Skrzypulec;Poland;female;1989-06-03;1.66;53;sailing;0;0;0;
983479171;Agnieszka Szwarnog;Poland;female;1986-12-28;1.65;51;athletics;0;0;0;
638298176;Agustin Mazzilli;Argentina;male;1989-06-20;1.73;77;hockey;1;0;0;
833236523;Agustin Vidal;Argentina;male;1987-07-08;1.94;100;handball;0;0;0;
794585269;Agustina Albertarrio;Argentina;female;1993-01-01;1.65;55;hockey;0;0;0;
441542780;Agustina Habif;Argentina;female;1992-03-08;1.65;55;hockey;0;0;0;
213448220;Ahmad Abughaush;Jordan;male;1996-02-01;1.78;68;taekwondo;1;0;0;
443237540;Ahmad Alafasi;Neutral Athlete;male;1983-01-10;;;shooting;0;0;0;
942902378;Ahmad Amsyar Azman;Malaysia;male;1992-08-28;1.62;62;aquatics;0;0;0;
684631479;Ahmad Hazer;Lebanon;male;1989-09-04;1.88;80;athletics;0;0;0;
67793782;Ahmed Abdelaal;Egypt;male;1989-06-08;1.88;89;volleyball;0;0;0;
935849614;Ahmed Abdelhay;Egypt;male;1984-08-19;1.97;87;volleyball;0;0;0;
786273274;Ahmed Abelrahman;Egypt;male;1996-05-26;1.65;60;judo;0;0;0;
672789779;Ahmed Afifi;Egypt;male;1988-03-30;1.94;92;volleyball;0;0;0;
873200853;Ahmed Akram;Egypt;male;1996-10-20;1.88;80;aquatics;0;0;0;
862822782;Ahmed Ali;Sudan;male;1993-11-15;1.73;75;athletics;0;0;0;
9418987;Ahmed Attellesey;Libya;male;1995-07-30;;;aquatics;0;0;0;
180751684;Ahmed Bader Magour;Qatar;male;1996-03-03;1.90;90;athletics;0;0;0;
364294388;Ahmed Darwish;Egypt;male;1981-07-02;1.72;80;shooting;0;0;0;
23970897;Ahmed El Kotb;Egypt;male;1991-07-23;1.97;80;volleyball;0;0;0;
837684987;Ahmed El-Nemr;Egypt;male;1978-11-21;1.83;84;archery;0;0;0;
635571670;Ahmed Elahmar;Egypt;male;1984-01-27;1.81;79;handball;0;0;0;
64299896;Ahmed Gebrel;Palestine;male;1991-01-22;;;aquatics;0;0;0;
215275770;Ahmed Goumar;Niger;male;1988-02-22;1.80;73;judo;0;0;0;
663592491;Ahmed Ibrahim;Iraq;male;1992-02-25;1.84;80;football;0;0;0;
916701520;Ahmed Kamar;Egypt;male;1986-09-19;1.75;60;shooting;0;0;0;
114527133;Ahmed Mathlouthi;Tunisia;male;1989-12-18;1.90;90;aquatics;0;0;0;
205324342;Ahmed Mohamed;Egypt;male;1996-04-08;1.70;73;shooting;0;0;0;
162169475;Ahmed Mohamed;Egypt;male;1988-04-27;1.85;144;weightlifting;0;0;0;
739968078;Ahmed Mohamed Ibrahim Saad;Egypt;male;1989-02-25;1.65;85;wrestling;0;0;0;
575397765;Ahmed Ragab;Egypt;male;1991-09-29;1.74;81;sailing;0;0;0;
101574216;Ahmed Saad;Egypt;male;1986-11-01;1.60;62;weightlifting;0;0;0;
105465611;Ahmed Shaban;Egypt;male;1979-03-08;1.90;95;shooting;0;0;0;
585852107;Ahmet Li;Turkey;male;1991-01-12;1.73;67;table tennis;0;0;0;
696999235;Ahmet Orken;Turkey;male;1993-03-12;1.77;69;cycling;0;0;0;
47988332;Ahreum Na;South Korea;female;1990-03-24;1.63;55;cycling;0;0;0;
138385356;Ahymara Espinoza;Venezuela;female;1985-05-28;1.80;99;athletics;0;0;0;
730862558;Ai Fukuhara;Japan;female;1988-11-01;1.56;48;table tennis;0;0;1;
488478701;Ai Kondo Yoshida;Japan;female;1980-11-05;1.61;58;sailing;0;0;0;
975475720;Ai Ueda;Japan;female;1983-10-26;1.55;44;triathlon;0;0;0;
544308054;Ai Wen Yu;Chinese Taipei;female;1995-12-27;1.57;52;shooting;0;0;0;
696719880;Aiaal Lazarev;Kyrgyzstan;male;1986-03-19;1.95;125;wrestling;0;0;0;
634178292;Aichen Wang;Pr Of China;male;1985-03-28;1.85;75;sailing;0;0;0;
537808926;Aida Fall;Senegal;female;1986-11-10;1.93;95;basketball;0;0;0;
155951731;Aida Mohamed;Hungary;female;1976-03-12;1.62;58;fencing;0;0;0;
531077009;Aida Roman;Mexico;female;1988-05-21;1.69;64;archery;0;0;0;
750356217;Aida Shanaeva;Russia;female;1986-04-23;1.73;63;fencing;0;0;0;
248085477;Aidan Roach;Australia;male;1990-09-07;1.87;88;aquatics;0;0;0;
743883365;Aika Hakoyama;Japan;female;1991-07-27;1.76;62;aquatics;0;0;1;
110469224;Aikaterini Nikolaidou;Greece;female;1992-10-22;1.80;70;rowing;0;0;0;
823094336;Aikaterini-Maria Kontochristopoulou;Greece;female;1997-06-10;1.68;58;fencing;0;0;0;
574808106;Aiko Hayashi;Japan;female;1993-11-17;1.66;56;aquatics;0;0;1;
676958658;Aiko Sugihara;Japan;female;1999-09-19;1.46;35;gymnastics;0;0;0;
420613340;Aileen Reid;Ireland;female;1982-06-15;1.69;53;triathlon;0;0;0;
172676108;Ailen Valente;Argentina;female;1996-03-26;1.67;58;gymnastics;0;0;0;
971329341;Ailly Luciano;Netherlands;female;1991-03-25;1.71;69;handball;0;0;0;
356290857;Ailun Guo;Pr Of China;male;1993-11-14;1.92;85;basketball;0;0;0;
273034565;Aimee Fisher;New Zealand;female;1995-01-24;1.83;99;canoe;0;0;0;
266091485;Aimee Willmott;Great Britain;female;1993-02-26;1.71;66;aquatics;0;0;0;
912490592;Aina Cid I Centelles;Spain;female;1994-09-01;1.70;60;rowing;0;0;0;
674464910;Ainhoa Hernandez;Spain;female;1994-04-27;1.80;88;handball;0;0;0;
14183642;Ainhoa Murua;Spain;female;1978-07-18;1.60;48;triathlon;0;0;0;
871394696;Ainur Yesbergenova;Kazakhstan;female;1998-02-11;1.64;49;taekwondo;0;0;0;
635098552;Airi Hatakeyama;Japan;female;1994-08-16;1.71;46;gymnastics;0;0;0;
965051843;Airine Palsyte;Lithuania;female;1992-07-13;1.87;63;athletics;0;0;0;
840071617;Aisen Chen;Pr Of China;male;1995-10-22;1.68;60;aquatics;2;0;0;
704825548;Aisha Praught;Jamaica;female;1989-12-14;1.62;50;athletics;0;0;0;
704391947;Aislin Jones;Australia;female;2000-02-08;1.57;51;shooting;0;0;0;
273177958;Aisuluu Tynybekova;Kyrgyzstan;female;1993-05-04;1.70;58;wrestling;0;0;0;
191963338;Aitor Martinez Rodriguez;Spain;male;1993-08-22;1.83;78;aquatics;0;0;0;
678408880;Aivi Luik;Australia;female;1985-03-18;1.63;58;football;0;0;0;
234338084;Ajee Wilson;United States;female;1994-05-08;1.73;61;athletics;0;0;0;
374861025;Ajla del Ponte;Switzerland;female;1996-07-15;1.68;56;athletics;0;0;0;
504635619;Ajna Kesely;Hungary;female;2001-09-10;1.65;54;aquatics;0;0;0;
680600926;Akalani Baravilala;United States;female;1991-07-12;1.68;74;rugby sevens;0;0;0;
213555250;Akane Kuroki;Japan;female;1978-08-13;1.65;50;equestrian;0;0;0;
58865414;Akane Shibata;Japan;female;1988-04-30;1.53;50;hockey;0;0;0;
677730191;Akane Yamaguchi;Japan;female;1997-06-06;1.56;55;badminton;0;0;0;
265984930;Akani Simbine;South Africa;male;1993-09-21;1.76;74;athletics;0;0;0;
285797294;Akashdeep Singh;India;male;1994-12-02;1.78;70;hockey;0;0;0;
769580282;Akeem Haynes;Canada;male;1992-03-11;1.68;71;athletics;0;0;1;
194243947;Akela Jones;Barbados;female;1995-04-22;1.86;77;athletics;0;0;0;
58705332;Aki Mitsuhashi;Japan;female;1989-09-12;1.66;59;hockey;0;0;0;
921789441;Aki Yazawa;Japan;female;1991-11-05;1.56;50;canoe;0;0;0;
327133724;Akihiko Nakamura;Japan;male;1990-10-23;1.80;73;athletics;0;0;0;
346354435;Akiko Sato;Japan;female;1984-02-09;1.62;58;shooting;0;0;0;
850163240;Akira Ioane;New Zealand;male;1995-06-16;1.94;113;rugby sevens;0;0;0;
816408353;Akira Yanase;Japan;male;1988-08-11;1.91;95;aquatics;0;0;0;
959689266;Akossiwa Claire Ayivon;Togo;female;1996-08-11;;;rowing;0;0;0;
152032519;Akua Obeng-Akrofi;Ghana;female;1996-07-10;;;athletics;0;0;0;
593452734;Alaa Ali;Iraq;male;1996-06-03;1.78;68;football;0;0;0;
747058984;Alaaeldin Abouelkassem;Egypt;male;1990-11-25;1.88;87;fencing;0;0;0;
249203070;Alade Aminu;Nigeria;male;1987-09-14;2.10;102;basketball;0;0;0;
158571661;Alain Sign;Great Britain;male;1986-02-03;1.81;84;sailing;0;0;0;
471888446;Alan Campbell;Great Britain;male;1983-05-09;1.91;96;rowing;0;0;0;
275659106;Alan Hatherly;South Africa;male;1996-03-15;1.78;62;cycling;0;0;0;
488926827;Alan Sinclair;Great Britain;male;1985-10-16;1.92;96;rowing;0;0;0;
386179468;Alan Sothern;Ireland;male;1987-07-28;1.78;76;hockey;0;0;0;
68100583;Alana Barber;New Zealand;female;1987-07-08;1.63;52;athletics;0;0;0;
662496867;Alana Boyd;Australia;female;1984-05-10;1.71;59;athletics;0;0;0;
812220330;Alanna Kennedy;Australia;female;1995-01-21;1.76;63;football;0;0;0;
923852920;Alastair Brogdon;Great Britain;male;1987-11-10;1.83;76;hockey;0;0;0;
533114803;Alba Torrens;Spain;female;1989-08-30;1.91;68;basketball;0;1;0;
551413911;Albachir Mouctar;Niger;male;1995-05-01;1.78;76;aquatics;0;0;0;
92096398;Albane Valenzuela;Switzerland;female;1997-12-17;1.74;58;golf;0;0;0;
930879907;Albert Espanol Lifante;Spain;male;1985-10-29;1.89;86;aquatics;0;0;0;
596935178;Albert Gaun;Russia;male;1992-06-21;1.85;80;taekwondo;0;0;0;
70764024;Albert Hermoso Farras;Spain;male;1978-08-28;1.68;65;equestrian;0;0;0;
172435291;Albert Kibichii Rop;Bahrain;male;1992-07-17;1.77;63;athletics;0;0;0;
389597142;Albert Puig Garrich;Spain;male;1994-04-01;1.84;78;aquatics;0;0;0;
184326688;Albert Ramon Ramirez;Venezuela;male;1992-05-07;1.82;;boxing;0;0;0;
100190722;Albert Ramos-Vinolas;Spain;male;1988-01-17;1.88;80;tennis;0;0;0;
366742302;Albert Saritov;Romania;male;1985-07-08;1.88;100;wrestling;0;0;1;
670559048;Albert Selimov;Azerbaijan;male;1986-04-05;1.71;;boxing;0;0;0;
124573287;Albert Subirats;Venezuela;male;1986-09-25;1.90;85;aquatics;0;0;0;
635016740;Alberth Bravo;Venezuela;male;1987-08-29;1.99;88;athletics;0;0;0;
502881474;Alberth Elis;Honduras;male;1996-02-12;1.84;77;football;0;0;0;
583503806;Albertina Cruz Kassoma;Angola;female;1996-06-12;1.92;105;handball;0;0;0;
804217525;Alberto Alvarez;Mexico;male;1991-03-08;1.91;78;athletics;0;0;0;
331799449;Alberto Ezequiel Melian;Argentina;male;1990-01-02;1.70;;boxing;0;0;0;
532248667;Alberto Fernandez;Spain;male;1983-06-16;1.80;115;shooting;0;0;0;
566773050;Alberto Ignacio Palmetta;Argentina;male;1990-04-05;1.75;;boxing;0;0;0;
220269839;Alberto Munarriz Egana;Spain;male;1994-05-19;1.98;105;aquatics;0;0;0;
861268031;Alberto Ricchetti;Italy;male;1985-05-26;1.86;88;canoe;0;0;0;
663206046;Albin Lagergren;Sweden;male;1992-09-11;1.86;94;handball;0;0;0;
966601149;Albina Shakirova;Russia;female;1987-03-30;1.65;50;shooting;0;0;0;
74286490;Aldemir da Silva Junior;Brazil;male;1992-06-08;1.93;80;athletics;0;0;0;
46123715;Aldo Montano;Italy;male;1978-11-18;1.84;82;fencing;0;0;0;
343089125;Alec Potts;Australia;male;1996-02-09;1.85;77;archery;0;0;1;
210525666;Aleixo-Platini Menga;Germany;male;1987-09-29;1.82;82;athletics;0;0;0;
969294495;Alejandra Betancur;Colombia;female;1987-06-13;1.60;82;rugby sevens;0;0;0;
388913856;Alejandra Garza Garza;Mexico;female;1991-08-01;1.65;75;weightlifting;0;0;0;
883610308;Alejandra Jhonay Benitez Romero;Venezuela;female;1980-07-07;1.69;62;fencing;0;0;0;
694204413;Alejandra Llaneza;Mexico;female;1988-05-31;1.58;48;golf;0;0;0;
400375379;Alejandra Orozco;Mexico;female;1997-04-19;1.57;56;aquatics;0;0;0;
151538357;Alejandra Ortega;Mexico;female;1994-07-08;1.65;57;athletics;0;0;0;
281414786;Alejandra Quereda;Spain;female;1992-07-24;1.75;54;gymnastics;0;1;0;
471263119;Alejandra Teran;Mexico;female;1991-01-20;1.76;73;fencing;0;0;0;
929131268;Alejandra Valencia;Mexico;female;1994-10-17;1.75;74;archery;0;0;0;
419155357;Alejandra Zavala Vazquez;Mexico;female;1984-06-16;1.65;85;shooting;0;0;0;
440339638;Alejandro Enrique Valdes Tobier;Cuba;male;1988-11-18;1.65;65;wrestling;0;0;0;
691394107;Alejandro Foglia Costa;Uruguay;male;1984-01-30;1.90;96;sailing;0;0;0;
